"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CPI","TOT","AGRWTH","M","2004-02",1.693064,
"USA","CPI","TOT","AGRWTH","M","2004-03",1.737242,
"USA","CPI","TOT","AGRWTH","M","2004-04",2.285093,
"USA","CPI","TOT","AGRWTH","M","2004-05",3.051771,
"USA","CPI","TOT","AGRWTH","M","2004-06",3.266195,
"USA","CPI","TOT","AGRWTH","M","2004-07",2.990756,
"USA","CPI","TOT","AGRWTH","M","2004-08",2.654388,
"USA","CPI","TOT","AGRWTH","M","2004-09",2.537797,
"USA","CPI","TOT","AGRWTH","M","2004-10",3.189189,
"USA","CPI","TOT","AGRWTH","M","2004-11",3.523035,
"USA","CPI","TOT","AGRWTH","M","2004-12",3.255562,
"USA","CPI","TOT","AGRWTH","M","2005-01",2.969762,
"USA","CPI","TOT","AGRWTH","M","2005-02",3.007519,
"USA","CPI","TOT","AGRWTH","M","2005-03",3.148346,
"USA","CPI","TOT","AGRWTH","M","2005-04",3.510638,
"USA","CPI","TOT","AGRWTH","M","2005-05",2.80275,
"USA","CPI","TOT","AGRWTH","M","2005-06",2.530311,
"USA","CPI","TOT","AGRWTH","M","2005-07",3.167899,
"USA","CPI","TOT","AGRWTH","M","2005-08",3.641161,
"USA","CPI","TOT","AGRWTH","M","2005-09",4.686677,
"USA","CPI","TOT","AGRWTH","M","2005-10",4.347826,
"USA","CPI","TOT","AGRWTH","M","2005-11",3.455497,
"USA","CPI","TOT","AGRWTH","M","2005-12",3.415659,
"USA","CPI","TOT","AGRWTH","M","2006-01",3.985317,
"USA","CPI","TOT","AGRWTH","M","2006-02",3.597497,
"USA","CPI","TOT","AGRWTH","M","2006-03",3.362649,
"USA","CPI","TOT","AGRWTH","M","2006-04",3.545735,
"USA","CPI","TOT","AGRWTH","M","2006-05",4.166667,
"USA","CPI","TOT","AGRWTH","M","2006-06",4.318766,
"USA","CPI","TOT","AGRWTH","M","2006-07",4.145343,
"USA","CPI","TOT","AGRWTH","M","2006-08",3.818737,
"USA","CPI","TOT","AGRWTH","M","2006-09",2.062374,
"USA","CPI","TOT","AGRWTH","M","2006-10",1.305221,
"USA","CPI","TOT","AGRWTH","M","2006-11",1.973684,
"USA","CPI","TOT","AGRWTH","M","2006-12",2.54065,
"USA","CPI","TOT","AGRWTH","M","2007-01",2.075643,
"USA","CPI","TOT","AGRWTH","M","2007-02",2.415199,
"USA","CPI","TOT","AGRWTH","M","2007-03",2.778779,
"USA","CPI","TOT","AGRWTH","M","2007-04",2.573697,
"USA","CPI","TOT","AGRWTH","M","2007-05",2.690864,
"USA","CPI","TOT","AGRWTH","M","2007-06",2.687038,
"USA","CPI","TOT","AGRWTH","M","2007-07",2.358231,
"USA","CPI","TOT","AGRWTH","M","2007-08",1.970083,
"USA","CPI","TOT","AGRWTH","M","2007-09",2.755052,
"USA","CPI","TOT","AGRWTH","M","2007-10",3.536175,
"USA","CPI","TOT","AGRWTH","M","2007-11",4.306203,
"USA","CPI","TOT","AGRWTH","M","2007-12",4.081269,
"USA","CPI","TOT","AGRWTH","M","2008-01",4.280294,
"USA","CPI","TOT","AGRWTH","M","2008-02",4.026556,
"USA","CPI","TOT","AGRWTH","M","2008-03",3.981456,
"USA","CPI","TOT","AGRWTH","M","2008-04",3.93689,
"USA","CPI","TOT","AGRWTH","M","2008-05",4.175543,
"USA","CPI","TOT","AGRWTH","M","2008-06",5.02179,
"USA","CPI","TOT","AGRWTH","M","2008-07",5.600123,
"USA","CPI","TOT","AGRWTH","M","2008-08",5.371855,
"USA","CPI","TOT","AGRWTH","M","2008-09",4.936927,
"USA","CPI","TOT","AGRWTH","M","2008-10",3.655186,
"USA","CPI","TOT","AGRWTH","M","2008-11",1.069575,
"USA","CPI","TOT","AGRWTH","M","2008-12",0.0914129,
"USA","CPI","TOT","AGRWTH","M","2009-01",0.0298465,
"USA","CPI","TOT","AGRWTH","M","2009-02",0.2361911,
"USA","CPI","TOT","AGRWTH","M","2009-03",-0.3835562,
"USA","CPI","TOT","AGRWTH","M","2009-04",-0.7368857,
"USA","CPI","TOT","AGRWTH","M","2009-05",-1.281436,
"USA","CPI","TOT","AGRWTH","M","2009-06",-1.426776,
"USA","CPI","TOT","AGRWTH","M","2009-07",-2.097161,
"USA","CPI","TOT","AGRWTH","M","2009-08",-1.484349,
"USA","CPI","TOT","AGRWTH","M","2009-09",-1.286206,
"USA","CPI","TOT","AGRWTH","M","2009-10",-0.1828483,
"USA","CPI","TOT","AGRWTH","M","2009-11",1.838296,
"USA","CPI","TOT","AGRWTH","M","2009-12",2.721331,
"USA","CPI","TOT","AGRWTH","M","2010-01",2.625709,
"USA","CPI","TOT","AGRWTH","M","2010-02",2.143332,
"USA","CPI","TOT","AGRWTH","M","2010-03",2.313959,
"USA","CPI","TOT","AGRWTH","M","2010-04",2.236447,
"USA","CPI","TOT","AGRWTH","M","2010-05",2.020986,
"USA","CPI","TOT","AGRWTH","M","2010-06",1.053349,
"USA","CPI","TOT","AGRWTH","M","2010-07",1.235193,
"USA","CPI","TOT","AGRWTH","M","2010-08",1.148105,
"USA","CPI","TOT","AGRWTH","M","2010-09",1.143683,
"USA","CPI","TOT","AGRWTH","M","2010-10",1.172188,
"USA","CPI","TOT","AGRWTH","M","2010-11",1.143161,
"USA","CPI","TOT","AGRWTH","M","2010-12",1.495723,
"USA","CPI","TOT","AGRWTH","M","2011-01",1.631847,
"USA","CPI","TOT","AGRWTH","M","2011-02",2.107585,
"USA","CPI","TOT","AGRWTH","M","2011-03",2.681603,
"USA","CPI","TOT","AGRWTH","M","2011-04",3.163631,
"USA","CPI","TOT","AGRWTH","M","2011-05",3.568646,
"USA","CPI","TOT","AGRWTH","M","2011-06",3.558828,
"USA","CPI","TOT","AGRWTH","M","2011-07",3.628716,
"USA","CPI","TOT","AGRWTH","M","2011-08",3.771208,
"USA","CPI","TOT","AGRWTH","M","2011-09",3.868357,
"USA","CPI","TOT","AGRWTH","M","2011-10",3.5252,
"USA","CPI","TOT","AGRWTH","M","2011-11",3.394378,
"USA","CPI","TOT","AGRWTH","M","2011-12",2.962419,
"USA","CPI","TOT","AGRWTH","M","2012-01",2.925217,
"USA","CPI","TOT","AGRWTH","M","2012-02",2.871099,
"USA","CPI","TOT","AGRWTH","M","2012-03",2.651398,
"USA","CPI","TOT","AGRWTH","M","2012-04",2.30274,
"USA","CPI","TOT","AGRWTH","M","2012-05",1.704254,
"USA","CPI","TOT","AGRWTH","M","2012-06",1.663994,
"USA","CPI","TOT","AGRWTH","M","2012-07",1.408451,
"USA","CPI","TOT","AGRWTH","M","2012-08",1.692379,
"USA","CPI","TOT","AGRWTH","M","2012-09",1.991282,
"USA","CPI","TOT","AGRWTH","M","2012-10",2.162344,
"USA","CPI","TOT","AGRWTH","M","2012-11",1.764134,
"USA","CPI","TOT","AGRWTH","M","2012-12",1.741022,
"USA","CPI","TOT","AGRWTH","M","2013-01",1.594865,
"USA","CPI","TOT","AGRWTH","M","2013-02",1.977924,
"USA","CPI","TOT","AGRWTH","M","2013-03",1.473896,
"USA","CPI","TOT","AGRWTH","M","2013-04",1.063085,
"USA","CPI","TOT","AGRWTH","M","2013-05",1.361965,
"USA","CPI","TOT","AGRWTH","M","2013-06",1.754417,
"USA","CPI","TOT","AGRWTH","M","2013-07",1.960682,
"USA","CPI","TOT","AGRWTH","M","2013-08",1.518368,
"USA","CPI","TOT","AGRWTH","M","2013-09",1.184925,
"USA","CPI","TOT","AGRWTH","M","2013-10",0.9636127,
"USA","CPI","TOT","AGRWTH","M","2013-11",1.237072,
"USA","CPI","TOT","AGRWTH","M","2013-12",1.501736,
"USA","CPI","TOT","AGRWTH","M","2014-01",1.578947,
"USA","CPI","TOT","AGRWTH","M","2014-02",1.126349,
"USA","CPI","TOT","AGRWTH","M","2014-03",1.512203,
"USA","CPI","TOT","AGRWTH","M","2014-04",1.952858,
"USA","CPI","TOT","AGRWTH","M","2014-05",2.127111,
"USA","CPI","TOT","AGRWTH","M","2014-06",2.072341,
"USA","CPI","TOT","AGRWTH","M","2014-07",1.992329,
"USA","CPI","TOT","AGRWTH","M","2014-08",1.699611,
"USA","CPI","TOT","AGRWTH","M","2014-09",1.657919,
"USA","CPI","TOT","AGRWTH","M","2014-10",1.66434,
"USA","CPI","TOT","AGRWTH","M","2014-11",1.322355,
"USA","CPI","TOT","AGRWTH","M","2014-12",0.7564933,
"USA","CPI","TOT","AGRWTH","M","2015-01",-0.08934832,
"USA","CPI","TOT","AGRWTH","M","2015-02",-0.0251298,
"USA","CPI","TOT","AGRWTH","M","2015-03",-0.07363739,
"USA","CPI","TOT","AGRWTH","M","2015-04",-0.1995174,
"USA","CPI","TOT","AGRWTH","M","2015-05",-0.03993275,
"USA","CPI","TOT","AGRWTH","M","2015-06",0.1237712,
"USA","CPI","TOT","AGRWTH","M","2015-07",0.1695698,
"USA","CPI","TOT","AGRWTH","M","2015-08",0.1950793,
"USA","CPI","TOT","AGRWTH","M","2015-09",-0.03612975,
"USA","CPI","TOT","AGRWTH","M","2015-10",0.1705744,
"USA","CPI","TOT","AGRWTH","M","2015-11",0.5017976,
"USA","CPI","TOT","AGRWTH","M","2015-12",0.7295198,
"USA","CPI","TOT","AGRWTH","M","2016-01",1.373087,
"USA","CPI","TOT","AGRWTH","M","2016-02",1.0178,
"USA","CPI","TOT","AGRWTH","M","2016-03",0.8525362,
"USA","CPI","TOT","AGRWTH","M","2016-04",1.12511,
"USA","CPI","TOT","AGRWTH","M","2016-05",1.019323,
"USA","CPI","TOT","AGRWTH","M","2016-06",0.9973265,
"USA","CPI","TOT","AGRWTH","M","2016-07",0.8271388,
"USA","CPI","TOT","AGRWTH","M","2016-08",1.062875,
"USA","CPI","TOT","AGRWTH","M","2016-09",1.463784,
"USA","CPI","TOT","AGRWTH","M","2016-10",1.635988,
"USA","CPI","TOT","AGRWTH","M","2016-11",1.692537,
"USA","CPI","TOT","AGRWTH","M","2016-12",2.074622,
"USA","CPI","TOT","AGRWTH","M","2017-01",2.500042,
"USA","CPI","TOT","AGRWTH","M","2017-02",2.737958,
"USA","CPI","TOT","AGRWTH","M","2017-03",2.380612,
"USA","CPI","TOT","AGRWTH","M","2017-04",2.19969,
"USA","CPI","TOT","AGRWTH","M","2017-05",1.874878,
"USA","CPI","TOT","AGRWTH","M","2017-06",1.633488,
"USA","CPI","TOT","AGRWTH","M","2017-07",1.727978,
"USA","CPI","TOT","AGRWTH","M","2017-08",1.938974,
"USA","CPI","TOT","AGRWTH","M","2017-09",2.232964,
"USA","CPI","TOT","AGRWTH","M","2017-10",2.041129,
"USA","CPI","TOT","AGRWTH","M","2017-11",2.202583,
"USA","CPI","TOT","AGRWTH","M","2017-12",2.109082,
"USA","CPI","TOT","AGRWTH","M","2018-01",2.070508,
"USA","CPI","TOT","AGRWTH","M","2018-02",2.211795,
"USA","CPI","TOT","AGRWTH","M","2018-03",2.359711,
"USA","CPI","TOT","AGRWTH","M","2018-04",2.462744,
"USA","CPI","TOT","AGRWTH","M","2018-05",2.801012,
"USA","CPI","TOT","AGRWTH","M","2018-06",2.871548,
"USA","CPI","TOT","AGRWTH","M","2018-07",2.949515,
"USA","CPI","TOT","AGRWTH","M","2018-08",2.69918,
"USA","CPI","TOT","AGRWTH","M","2018-09",2.276972,
"USA","CPI","TOT","AGRWTH","M","2018-10",2.52247,
"USA","CPI","TOT","AGRWTH","M","2018-11",2.176601,
"USA","CPI","TOT","AGRWTH","M","2018-12",1.910159,
"USA","CPI","TOT","AGRWTH","M","2019-01",1.551235,
"USA","CPI","TOT","AGRWTH","M","2019-02",1.520135,
"USA","CPI","TOT","AGRWTH","M","2019-03",1.862523,
"USA","CPI","TOT","AGRWTH","M","2019-04",1.99644,
"USA","CPI","TOT","AGRWTH","M","2019-05",1.790228,
"USA","CPI","TOT","AGRWTH","M","2019-06",1.648485,
"USA","CPI","TOT","AGRWTH","M","2019-07",1.811465,
"USA","CPI","TOT","AGRWTH","M","2019-08",1.74978,
"USA","CPI","TOT","AGRWTH","M","2019-09",1.711305,
"USA","CPI","TOT","AGRWTH","M","2019-10",1.764043,
"USA","CPI","TOT","AGRWTH","M","2019-11",2.051278,
"USA","CPI","TOT","AGRWTH","M","2019-12",2.28513,
"USA","CPI","TOT","AGRWTH","M","2020-01",2.486572,
"USA","CPI","TOT","AGRWTH","M","2020-02",2.334874,
"USA","CPI","TOT","AGRWTH","M","2020-03",1.539327,
"USA","CPI","TOT","AGRWTH","M","2020-04",0.3290967,
"USA","CPI","TOT","AGRWTH","M","2020-05",0.1179264,
"USA","CPI","TOT","AGRWTH","M","2020-06",0.6457331,
"USA","CPI","TOT","AGRWTH","M","2020-07",0.9860818,
"USA","CPI","TOT","AGRWTH","M","2020-08",1.309645,
"USA","CPI","TOT","AGRWTH","M","2020-09",1.371325,
"USA","CPI","TOT","AGRWTH","M","2020-10",1.182066,
"USA","CPI","TOT","AGRWTH","M","2020-11",1.174536,
"USA","CPI","TOT","AGRWTH","M","2020-12",1.362005,
"USA","CPI","TOT","AGRWTH","M","2021-01",1.39977,
"USA","CPI","TOT","AGRWTH","M","2021-02",1.676215,
"USA","CPI","TOT","AGRWTH","M","2021-03",2.619762,
"USA","CPI","TOT","AGRWTH","M","2021-04",4.159695,
"USA","CPI","TOT","AGRWTH","M","2021-05",4.992707,
"USA","CPI","TOT","AGRWTH","M","2021-06",5.391451,
"USA","CPI","TOT","AGRWTH","M","2021-07",5.365475,
"USA","CPI","TOT","AGRWTH","M","2021-08",5.251272,
"USA","CPI","TOT","AGRWTH","M","2021-09",5.390349,
"USA","CPI","TOT","AGRWTH","M","2021-10",6.221869,
"USA","CPI","TOT","AGRWTH","M","2021-11",6.809003,
"USA","CPI","TOT","AGRWTH","M","2021-12",7.036403,
"USA","CPI","TOT","AGRWTH","M","2022-01",7.479873,
"USA","CPI","TOT","AGRWTH","M","2022-02",7.871064,
"USA","CPI","TOT","AGRWTH","M","2022-03",8.542456,
"USA","CPI","TOT","AGRWTH","M","2022-04",8.25863,
"USA","CPI","TOT","AGRWTH","M","2022-05",8.581511,
"USA","CPI","TOT","AGRWTH","M","2022-06",9.059758,
"USA","CPI","TOT","AGRWTH","M","2022-07",8.524815,
"USA","CPI","TOT","AGRWTH","M","2022-08",8.262692,
"USA","CPI","TOT","AGRWTH","M","2022-09",8.20167,
"USA","CPI","TOT","AGRWTH","M","2022-10",7.745427,
"USA","CPI","TOT","AGRWTH","M","2022-11",7.110323,
"USA","CPI","TOT","AGRWTH","M","2022-12",6.454401,
"RUS","CPI","FOOD","AGRWTH","M","2010-01",5.3,
"RUS","CPI","FOOD","AGRWTH","M","2010-02",4.6,
"RUS","CPI","FOOD","AGRWTH","M","2010-03",3.9,
"RUS","CPI","FOOD","AGRWTH","M","2010-04",3.5,
"RUS","CPI","FOOD","AGRWTH","M","2010-05",3.6,
"RUS","CPI","FOOD","AGRWTH","M","2010-06",3.6,
"RUS","CPI","FOOD","AGRWTH","M","2010-07",3.3,
"RUS","CPI","FOOD","AGRWTH","M","2010-08",5.7,
"RUS","CPI","FOOD","AGRWTH","M","2010-09",8.9,
"RUS","CPI","FOOD","AGRWTH","M","2010-10",10.6,
"RUS","CPI","FOOD","AGRWTH","M","2010-11",12.1,
"RUS","CPI","FOOD","AGRWTH","M","2010-12",14.2,
"RUS","CPI","FOOD","AGRWTH","M","2011-01",15.81195,
"RUS","CPI","FOOD","AGRWTH","M","2011-02",15.74338,
"RUS","CPI","FOOD","AGRWTH","M","2011-03",15.67465,
"RUS","CPI","FOOD","AGRWTH","M","2011-04",15.75547,
"RUS","CPI","FOOD","AGRWTH","M","2011-05",14.82409,
"RUS","CPI","FOOD","AGRWTH","M","2011-06",13.68236,
"RUS","CPI","FOOD","AGRWTH","M","2011-07",12.20891,
"RUS","CPI","FOOD","AGRWTH","M","2011-08",9.087983,
"RUS","CPI","FOOD","AGRWTH","M","2011-09",6.047949,
"RUS","CPI","FOOD","AGRWTH","M","2011-10",5.81638,
"RUS","CPI","FOOD","AGRWTH","M","2011-11",4.68081,
"RUS","CPI","FOOD","AGRWTH","M","2011-12",2.842154,
"RUS","CPI","FOOD","AGRWTH","M","2012-01",0.6147066,
"RUS","CPI","FOOD","AGRWTH","M","2012-02",-0.0310236,
"RUS","CPI","FOOD","AGRWTH","M","2012-03",-0.1894217,
"RUS","CPI","FOOD","AGRWTH","M","2012-04",-0.3188389,
"RUS","CPI","FOOD","AGRWTH","M","2012-05",0.3599433,
"RUS","CPI","FOOD","AGRWTH","M","2012-06",2.668111,
"RUS","CPI","FOOD","AGRWTH","M","2012-07",4.721473,
"RUS","CPI","FOOD","AGRWTH","M","2012-08",5.659723,
"RUS","CPI","FOOD","AGRWTH","M","2012-09",6.608922,
"RUS","CPI","FOOD","AGRWTH","M","2012-10",6.545294,
"RUS","CPI","FOOD","AGRWTH","M","2012-11",6.492276,
"RUS","CPI","FOOD","AGRWTH","M","2012-12",6.735554,
"RUS","CPI","FOOD","AGRWTH","M","2013-01",7.307749,
"RUS","CPI","FOOD","AGRWTH","M","2013-02",7.265094,
"RUS","CPI","FOOD","AGRWTH","M","2013-03",6.584181,
"RUS","CPI","FOOD","AGRWTH","M","2013-04",7.169633,
"RUS","CPI","FOOD","AGRWTH","M","2013-05",7.681284,
"RUS","CPI","FOOD","AGRWTH","M","2013-06",6.180132,
"RUS","CPI","FOOD","AGRWTH","M","2013-07",4.928851,
"RUS","CPI","FOOD","AGRWTH","M","2013-08",4.727675,
"RUS","CPI","FOOD","AGRWTH","M","2013-09",4.591475,
"RUS","CPI","FOOD","AGRWTH","M","2013-10",5.424293,
"RUS","CPI","FOOD","AGRWTH","M","2013-11",6.096119,
"RUS","CPI","FOOD","AGRWTH","M","2013-12",6.033035,
"RUS","CPI","FOOD","AGRWTH","M","2014-01",5.729396,
"RUS","CPI","FOOD","AGRWTH","M","2014-02",6.265453,
"RUS","CPI","FOOD","AGRWTH","M","2014-03",7.930823,
"RUS","CPI","FOOD","AGRWTH","M","2014-04",8.649076,
"RUS","CPI","FOOD","AGRWTH","M","2014-05",9.240612,
"RUS","CPI","FOOD","AGRWTH","M","2014-06",9.490765,
"RUS","CPI","FOOD","AGRWTH","M","2014-07",9.468821,
"RUS","CPI","FOOD","AGRWTH","M","2014-08",10.06647,
"RUS","CPI","FOOD","AGRWTH","M","2014-09",11.46669,
"RUS","CPI","FOOD","AGRWTH","M","2014-10",11.53273,
"RUS","CPI","FOOD","AGRWTH","M","2014-11",12.95627,
"RUS","CPI","FOOD","AGRWTH","M","2014-12",16.3724,
"RUS","CPI","FOOD","AGRWTH","M","2015-01",22.81449,
"RUS","CPI","FOOD","AGRWTH","M","2015-02",26.04581,
"RUS","CPI","FOOD","AGRWTH","M","2015-03",25.8476,
"RUS","CPI","FOOD","AGRWTH","M","2015-04",24.35755,
"RUS","CPI","FOOD","AGRWTH","M","2015-05",22.38634,
"RUS","CPI","FOOD","AGRWTH","M","2015-06",20.70865,
"RUS","CPI","FOOD","AGRWTH","M","2015-07",20.43038,
"RUS","CPI","FOOD","AGRWTH","M","2015-08",19.9581,
"RUS","CPI","FOOD","AGRWTH","M","2015-09",19.1038,
"RUS","CPI","FOOD","AGRWTH","M","2015-10",18.93924,
"RUS","CPI","FOOD","AGRWTH","M","2015-11",17.69594,
"RUS","CPI","FOOD","AGRWTH","M","2015-12",14.83,
"RUS","CPI","FOOD","AGRWTH","M","2016-01",9.20541,
"RUS","CPI","FOOD","AGRWTH","M","2016-02",5.974294,
"RUS","CPI","FOOD","AGRWTH","M","2016-03",4.639053,
"RUS","CPI","FOOD","AGRWTH","M","2016-04",4.868914,
"RUS","CPI","FOOD","AGRWTH","M","2016-05",5.278067,
"RUS","CPI","FOOD","AGRWTH","M","2016-06",6.062695,
"RUS","CPI","FOOD","AGRWTH","M","2016-07",6.371698,
"RUS","CPI","FOOD","AGRWTH","M","2016-08",6.500556,
"RUS","CPI","FOOD","AGRWTH","M","2016-09",5.800313,
"RUS","CPI","FOOD","AGRWTH","M","2016-10",5.486645,
"RUS","CPI","FOOD","AGRWTH","M","2016-11",4.986757,
"RUS","CPI","FOOD","AGRWTH","M","2016-12",4.241069,
"RUS","CPI","FOOD","AGRWTH","M","2017-01",3.850229,
"RUS","CPI","FOOD","AGRWTH","M","2017-02",3.324222,
"RUS","CPI","FOOD","AGRWTH","M","2017-03",3.06671,
"RUS","CPI","FOOD","AGRWTH","M","2017-04",3.37477,
"RUS","CPI","FOOD","AGRWTH","M","2017-05",3.673512,
"RUS","CPI","FOOD","AGRWTH","M","2017-06",4.906856,
"RUS","CPI","FOOD","AGRWTH","M","2017-07",3.79295,
"RUS","CPI","FOOD","AGRWTH","M","2017-08",2.296439,
"RUS","CPI","FOOD","AGRWTH","M","2017-09",1.650162,
"RUS","CPI","FOOD","AGRWTH","M","2017-10",1.196772,
"RUS","CPI","FOOD","AGRWTH","M","2017-11",0.6145464,
"RUS","CPI","FOOD","AGRWTH","M","2017-12",0.7045147,
"RUS","CPI","FOOD","AGRWTH","M","2018-01",0.3255139,
"RUS","CPI","FOOD","AGRWTH","M","2018-02",0.5458334,
"RUS","CPI","FOOD","AGRWTH","M","2018-03",1.108552,
"RUS","CPI","FOOD","AGRWTH","M","2018-04",0.9277683,
"RUS","CPI","FOOD","AGRWTH","M","2018-05",0.1655952,
"RUS","CPI","FOOD","AGRWTH","M","2018-06",-0.6260712,
"RUS","CPI","FOOD","AGRWTH","M","2018-07",0.1888815,
"RUS","CPI","FOOD","AGRWTH","M","2018-08",1.972295,
"RUS","CPI","FOOD","AGRWTH","M","2018-09",2.785274,
"RUS","CPI","FOOD","AGRWTH","M","2018-10",2.969477,
"RUS","CPI","FOOD","AGRWTH","M","2018-11",3.945442,
"RUS","CPI","FOOD","AGRWTH","M","2018-12",5.276489,
"RUS","CPI","FOOD","AGRWTH","M","2019-01",6.155624,
"RUS","CPI","FOOD","AGRWTH","M","2019-02",6.726581,
"RUS","CPI","FOOD","AGRWTH","M","2019-03",6.705367,
"RUS","CPI","FOOD","AGRWTH","M","2019-04",6.694749,
"RUS","CPI","FOOD","AGRWTH","M","2019-05",7.325004,
"RUS","CPI","FOOD","AGRWTH","M","2019-06",6.213492,
"RUS","CPI","FOOD","AGRWTH","M","2019-07",6.266823,
"RUS","CPI","FOOD","AGRWTH","M","2019-08",5.604591,
"RUS","CPI","FOOD","AGRWTH","M","2019-09",5.09708,
"RUS","CPI","FOOD","AGRWTH","M","2019-10",4.679282,
"RUS","CPI","FOOD","AGRWTH","M","2019-11",4.006802,
"RUS","CPI","FOOD","AGRWTH","M","2019-12",2.72239,
"RUS","CPI","FOOD","AGRWTH","M","2020-01",2.074235,
"RUS","CPI","FOOD","AGRWTH","M","2020-02",1.791089,
"RUS","CPI","FOOD","AGRWTH","M","2020-03",2.297009,
"RUS","CPI","FOOD","AGRWTH","M","2020-04",3.905581,
"RUS","CPI","FOOD","AGRWTH","M","2020-05",3.564296,
"RUS","CPI","FOOD","AGRWTH","M","2020-06",4.377138,
"RUS","CPI","FOOD","AGRWTH","M","2020-07",4.649526,
"RUS","CPI","FOOD","AGRWTH","M","2020-08",4.797709,
"RUS","CPI","FOOD","AGRWTH","M","2020-09",4.850425,
"RUS","CPI","FOOD","AGRWTH","M","2020-10",5.39445,
"RUS","CPI","FOOD","AGRWTH","M","2020-11",6.547677,
"RUS","CPI","FOOD","AGRWTH","M","2020-12",7.679026,
"RUS","CPI","FOOD","AGRWTH","M","2021-01",8.031581,
"RUS","CPI","FOOD","AGRWTH","M","2021-02",8.85797,
"RUS","CPI","FOOD","AGRWTH","M","2021-03",8.631856,
"RUS","CPI","FOOD","AGRWTH","M","2021-04",7.375873,
"RUS","CPI","FOOD","AGRWTH","M","2021-05",8.351627,
"RUS","CPI","FOOD","AGRWTH","M","2021-06",8.957427,
"RUS","CPI","FOOD","AGRWTH","M","2021-07",8.368409,
"RUS","CPI","FOOD","AGRWTH","M","2021-08",8.718656,
"RUS","CPI","FOOD","AGRWTH","M","2021-09",10.59896,
"RUS","CPI","FOOD","AGRWTH","M","2021-10",12.60805,
"RUS","CPI","FOOD","AGRWTH","M","2021-11",12.43077,
"RUS","CPI","FOOD","AGRWTH","M","2021-12",12.15477,
"RUS","CPI","FOOD","AGRWTH","M","2022-01",12.67606,
"RUS","CPI","FOOD","AGRWTH","M","2022-02",13.02043,
"RUS","CPI","TOT","AGRWTH","M","1999-09",62.03038,
"RUS","CPI","TOT","AGRWTH","M","1999-10",57.11708,
"RUS","CPI","TOT","AGRWTH","M","1999-11",50.5154,
"RUS","CPI","TOT","AGRWTH","M","1999-12",36.55756,
"RUS","CPI","TOT","AGRWTH","M","2000-01",28.93463,
"RUS","CPI","TOT","AGRWTH","M","2000-02",25.10856,
"RUS","CPI","TOT","AGRWTH","M","2000-03",22.49174,
"RUS","CPI","TOT","AGRWTH","M","2000-04",19.94751,
"RUS","CPI","TOT","AGRWTH","M","2000-05",19.396,
"RUS","CPI","TOT","AGRWTH","M","2000-06",20.14581,
"RUS","CPI","TOT","AGRWTH","M","2000-07",18.94225,
"RUS","CPI","TOT","AGRWTH","M","2000-08",18.73061,
"RUS","CPI","TOT","AGRWTH","M","2000-09",18.54341,
"RUS","CPI","TOT","AGRWTH","M","2000-10",19.40878,
"RUS","CPI","TOT","AGRWTH","M","2000-11",19.75085,
"RUS","CPI","TOT","AGRWTH","M","2000-12",20.20024,
"RUS","CPI","TOT","AGRWTH","M","2001-01",20.70534,
"RUS","CPI","TOT","AGRWTH","M","2001-02",22.18668,
"RUS","CPI","TOT","AGRWTH","M","2001-03",23.66787,
"RUS","CPI","TOT","AGRWTH","M","2001-04",24.77107,
"RUS","CPI","TOT","AGRWTH","M","2001-05",24.80785,
"RUS","CPI","TOT","AGRWTH","M","2001-06",23.676,
"RUS","CPI","TOT","AGRWTH","M","2001-07",22.04789,
"RUS","CPI","TOT","AGRWTH","M","2001-08",20.87551,
"RUS","CPI","TOT","AGRWTH","M","2001-09",20.01655,
"RUS","CPI","TOT","AGRWTH","M","2001-10",18.81767,
"RUS","CPI","TOT","AGRWTH","M","2001-11",18.63041,
"RUS","CPI","TOT","AGRWTH","M","2001-12",18.58373,
"RUS","CPI","TOT","AGRWTH","M","2002-01",18.96454,
"RUS","CPI","TOT","AGRWTH","M","2002-02",17.66184,
"RUS","CPI","TOT","AGRWTH","M","2002-03",16.76084,
"RUS","CPI","TOT","AGRWTH","M","2002-04",16.03818,
"RUS","CPI","TOT","AGRWTH","M","2002-05",15.93557,
"RUS","CPI","TOT","AGRWTH","M","2002-06",14.69202,
"RUS","CPI","TOT","AGRWTH","M","2002-07",15.0003,
"RUS","CPI","TOT","AGRWTH","M","2002-08",15.09229,
"RUS","CPI","TOT","AGRWTH","M","2002-09",14.86348,
"RUS","CPI","TOT","AGRWTH","M","2002-10",14.84075,
"RUS","CPI","TOT","AGRWTH","M","2002-11",15.124,
"RUS","CPI","TOT","AGRWTH","M","2002-12",15.05602,
"RUS","CPI","TOT","AGRWTH","M","2003-01",14.28593,
"RUS","CPI","TOT","AGRWTH","M","2003-02",14.81691,
"RUS","CPI","TOT","AGRWTH","M","2003-03",14.78284,
"RUS","CPI","TOT","AGRWTH","M","2003-04",14.62398,
"RUS","CPI","TOT","AGRWTH","M","2003-05",13.62078,
"RUS","CPI","TOT","AGRWTH","M","2003-06",13.92594,
"RUS","CPI","TOT","AGRWTH","M","2003-07",13.91463,
"RUS","CPI","TOT","AGRWTH","M","2003-08",13.34557,
"RUS","CPI","TOT","AGRWTH","M","2003-09",13.27783,
"RUS","CPI","TOT","AGRWTH","M","2003-10",13.19938,
